EmployeeID,FullName,Birthday,Gender,PhoneNumber,StartDate,BaseSalary,MID,Role,Username
E0050,Nguyễn Phương Châu,1997-03-22,Nữ,0915478872,2017-02-02,15712899,E0327,Doctor,DT0050
E0051,Huỳnh Như Như,1987-03-29,Nữ,0505493296,2017-02-28,9779798,E0323,Doctor,DT0051
E0052,Cao Thanh Thủy,1998-02-11,Nữ,0575304637,2018-09-05,8910436,E0348,Doctor,DT0052
E0053,Trịnh Ánh Chi,1989-10-14,Nữ,0317426841,2018-05-21,6383719,E0272,Doctor,DT0053
E0054,Hoàng Diệu Yến,1991-06-27,Nữ,0895687833,2021-11-22,13410470,E0285,Doctor,DT0054
E0055,Lê Phúc Long,1998-07-28,Nam,0388398225,2020-01-04,23722549,E0323,Doctor,DT0055
E0056,Lý Hoàng Hằng,1980-03-19,Nữ,0807286790,2022-08-18,12892130,E0306,Doctor,DT0056
E0057,Võ Thị Oanh,1988-10-28,Nữ,0910651801,2023-02-10,6730495,E0348,Doctor,DT0057
E0058,Tôn Thu Uyên,1976-06-03,Nữ,0767661825,2018-03-21,19719297,E0424,Doctor,DT0058
E0059,Hoàng Xuân Hùng,1983-01-03,Nam,0347868633,2021-01-09,19188859,E0467,Doctor,DT0059
E0060,Quách Thanh Linh,1990-07-12,Nữ,0890331190,2016-09-27,15249270,E0285,Doctor,DT0060
E0061,Tạ Ngọc Nhi,2001-10-25,Nữ,0838302843,2022-07-15,7633306,E0285,Doctor,DT0061
E0062,Đặng Thu Loan,2000-11-26,Nữ,0564408926,2021-09-15,16759735,E0285,Doctor,DT0062
E0063,Bùi Tuyết Uyên,1977-02-07,Nữ,0546287334,2018-11-11,18789427,E0467,Doctor,DT0063
E0064,Ngô Thành An,1995-10-09,Nam,0563435175,2015-08-25,24870541,E0348,Doctor,DT0064
E0065,Võ Tuấn Nghĩa,1999-01-10,Nam,0901398373,2023-02-15,12391502,E0327,Doctor,DT0065
E0066,Tạ Thanh Trúc,1988-08-07,Nữ,0593638546,2015-03-04,13107089,E0285,Doctor,DT0066
E0067,Võ Ánh Hằng,1998-12-09,Nữ,0871753556,2022-04-11,18054750,E0272,Doctor,DT0067
E0068,Nguyễn Thanh Vũ,2000-03-26,Nam,0996423536,2024-09-09,13424726,E0424,Doctor,DT0068
E0069,Tôn Hùng Lộc,1997-05-25,Nam,0825228728,2021-03-05,17326777,E0272,Doctor,DT0069
E0070,Tôn Văn Cường,1998-07-03,Nam,0531203875,2015-05-19,8494114,E0327,Doctor,DT0070
E0071,Nguyễn Văn Bảo,2002-09-18,Nam,0960084840,2022-02-25,22213640,E0325,Doctor,DT0071
E0072,Hoàng Mỹ Hoa,1983-01-16,Nữ,0984546156,2016-03-14,9231757,E0467,Doctor,DT0072
E0073,Cao Hoàng Linh,2000-05-05,Nữ,0366687002,2017-09-23,13578511,E0272,Doctor,DT0073
E0074,Lâm Công An,1997-06-03,Nam,0333974014,2024-06-24,20559591,E0323,Doctor,DT0074
E0075,Phan Phúc Thắng,1983-01-17,Nam,0814293968,2024-07-15,16552355,E0327,Doctor,DT0075
E0076,Đào Ánh Hà,1992-03-20,Nữ,0363159996,2023-06-22,10695962,E0372,Doctor,DT0076
E0077,Lý Mỹ Thúy,1976-04-30,Nữ,0966296194,2022-02-10,15171333,E0325,Doctor,DT0077
E0078,Hồ Quang Đạt,1978-04-19,Nam,0751104754,2015-12-03,14991649,E0424,Doctor,DT0078
E0079,Dương Thành Vũ,1980-12-10,Nam,0961015819,2015-12-24,12287824,E0348,Doctor,DT0079
E0080,Hồ Hoàng Bình,1992-04-12,Nữ,0598262244,2015-02-20,15792772,E0348,Doctor,DT0080
E0081,Ngô Kim Uyên,1997-02-13,Nữ,0771543799,2016-08-20,8122893,E0424,Doctor,DT0081
E0082,Nguyễn Tuấn Tiến,1995-07-16,Nam,0965756924,2016-03-14,10546274,E0272,Doctor,DT0082
E0083,Bùi Thùy Nhi,2002-01-22,Nữ,0747935646,2022-10-18,12739457,E0325,Doctor,DT0083
E0084,Đinh Thùy Bình,1980-02-09,Nữ,0373741672,2021-04-28,12704177,E0306,Doctor,DT0084
E0085,Thái Hồng Thảo,1985-11-09,Nữ,0897968868,2017-10-31,11172188,E0348,Doctor,DT0085
E0086,Trịnh Đức Nam,1991-02-16,Nam,0552909656,2022-11-13,24015575,E0306,Doctor,DT0086
E0087,Đào Anh Vũ,1975-06-22,Nam,0993756798,2016-02-08,14681819,E0285,Doctor,DT0087
E0088,Đặng Trung Hoàng,1990-06-22,Nam,0325457387,2015-04-11,22199109,E0372,Doctor,DT0088
E0089,Bùi Hoàng Anh,1996-05-11,Nữ,0310512382,2016-02-04,20702409,E0325,Doctor,DT0089
E0090,Vũ Tuấn Khoa,1989-11-05,Nam,0566093796,2021-04-12,20306582,E0325,Doctor,DT0090
E0091,Võ Hoàng Châu,1975-03-14,Nữ,0382553714,2022-11-26,13207361,E0285,Doctor,DT0091
E0092,Hồ Xuân Nhi,1998-09-03,Nữ,0915579249,2022-03-02,16516096,E0306,Doctor,DT0092
E0093,Đặng Công Khoa,1981-01-03,Nam,0728669296,2018-07-06,9954780,E0285,Doctor,DT0093
E0094,Đinh Thùy Giang,1983-05-02,Nữ,0722579050,2020-06-16,24031456,E0424,Doctor,DT0094
E0095,Đào Diệu Uyên,1981-02-14,Nữ,0867721903,2017-03-10,18883028,E0467,Doctor,DT0095
E0096,Đặng Thùy Diệu,1976-06-19,Nữ,0978819148,2018-01-30,13544493,E0467,Doctor,DT0096
E0097,Đinh Bích Tâm,1999-04-25,Nữ,0334074517,2024-03-23,7396217,E0325,Doctor,DT0097
E0098,Trịnh Trung Phong,1985-08-18,Nam,0923309584,2017-05-09,17765218,E0306,Doctor,DT0098
E0099,Lâm Thanh Phát,1989-07-08,Nam,0326042232,2022-11-23,15819191,E0272,Doctor,DT0099
E0100,Hoàng Mai Quỳnh,1986-02-07,Nữ,0867116845,2023-07-16,19176850,E0325,Doctor,DT0100
E0101,Tạ Như Thúy,1996-11-22,Nữ,0386363745,2018-09-02,6082982,E0372,Doctor,DT0101
E0102,Hà Diệu Nhung,1990-02-24,Nữ,0301701277,2021-02-19,10382015,E0306,Doctor,DT0102
E0103,Huỳnh Thanh Hoàng,1994-03-11,Nam,0741520643,2017-04-08,10426268,E0272,Doctor,DT0103
E0104,Phan Diệu Thảo,1979-02-03,Nữ,0593870051,2022-11-22,9193834,E0327,Doctor,DT0104
E0105,Hồ Hoàng Trang,1980-12-05,Nữ,0355426221,2020-05-10,8376603,E0285,Doctor,DT0105
E0106,Đỗ Hoàng Thắng,2002-05-18,Nam,0897311219,2022-04-16,11506837,E0325,Doctor,DT0106
E0107,Vũ Kim Ngọc,1990-10-08,Nữ,0589994043,2019-10-25,16552991,E0424,Doctor,DT0107
E0108,Lý Tuấn Long,1992-07-28,Nam,0579180552,2018-04-25,7831036,E0285,Doctor,DT0108
E0109,Cao Thùy Trúc,2000-06-30,Nữ,0309104300,2019-09-20,18261207,E0467,Doctor,DT0109
E0110,Ngô Hồng Ngọc,1997-09-22,Nữ,0989241418,2018-03-19,22812413,E0348,Doctor,DT0110
E0111,Lâm Đức Tùng,1981-12-20,Nam,0830316179,2021-01-06,16963920,E0348,Doctor,DT0111
E0112,Nguyễn Quang Hùng,1988-11-15,Nam,0575884252,2022-06-21,11893698,E0372,Doctor,DT0112
E0113,Thái Tuyết Quỳnh,1980-04-18,Nữ,0914917785,2023-08-26,6985032,E0323,Doctor,DT0113
E0114,Huỳnh Thanh Nam,1997-05-30,Nam,0913800030,2024-08-20,11599610,E0323,Doctor,DT0114
E0115,Quách Ngọc Bình,1991-04-30,Nữ,0835365419,2019-04-18,11036005,E0424,Doctor,DT0115
E0116,Vũ Yến Linh,1980-05-10,Nữ,0817445187,2020-08-18,7767384,E0424,Doctor,DT0116
E0117,Thái Bảo Trí,1991-07-20,Nam,0575973832,2017-04-01,15784307,E0306,Doctor,DT0117
E0118,Đỗ Văn Tiến,1993-05-24,Nam,0364138367,2015-04-08,13818106,E0467,Doctor,DT0118
E0119,Trần Xuân An,1981-05-21,Nam,0857191826,2022-12-24,15389378,E0372,Doctor,DT0119
E0120,Cao Quang Kiên,2001-07-20,Nam,0745655743,2021-05-14,8089866,E0348,Doctor,DT0120
E0121,Phạm Minh Nhật,1984-02-04,Nam,0856185374,2016-07-11,9656521,E0424,Nurse,NS0001
E0122,Huỳnh Phương Kiều,1986-11-20,Nữ,0335213568,2024-07-23,10023631,E0372,Nurse,NS0002
E0123,Hồ Quốc Vũ,1988-05-28,Nam,0931712100,2017-12-01,11834033,E0327,Nurse,NS0003
E0124,Cao Đức Hậu,1980-11-11,Nam,0941013721,2017-03-22,19441295,E0323,Nurse,NS0004
E0125,Huỳnh Mai Tâm,1980-06-30,Nữ,0870662532,2015-06-24,21468422,E0327,Nurse,NS0005
E0126,Mai Xuân Xuân,1987-07-22,Nữ,0547687014,2020-01-01,10987242,E0327,Nurse,NS0006
E0127,Vũ Lan Hương,1981-02-26,Nữ,0857875985,2019-09-14,12692693,E0467,Nurse,NS0007
E0128,Mai Mỹ Hương,1987-02-17,Nữ,0707859321,2017-01-06,6874528,E0323,Nurse,NS0008
E0129,Tôn Xuân Toàn,1985-10-26,Nam,0852239559,2017-12-27,23907650,E0327,Nurse,NS0009
E0130,Lâm Hoàng Lộc,1990-10-10,Nam,0942701039,2021-05-14,24911495,E0424,Nurse,NS0010
E0131,Bùi Tấn Bình,1975-11-23,Nam,0552500292,2020-11-26,22038649,E0327,Nurse,NS0011
E0132,Đỗ Tuấn Hậu,1998-08-10,Nam,0354522675,2024-08-26,18243671,E0372,Nurse,NS0012
E0133,Cao Phúc Khoa,2000-03-17,Nam,0844220969,2022-10-11,17973078,E0285,Nurse,NS0013
E0134,Vũ Phúc Nam,1983-03-03,Nam,0825135521,2021-10-03,16677587,E0306,Nurse,NS0014
E0135,Vũ Hoàng Thúy,1995-01-13,Nữ,0710067626,2015-02-16,14899052,E0285,Nurse,NS0015
E0136,Phạm Diệu Châu,1991-12-27,Nữ,0527104054,2018-12-09,24321524,E0348,Nurse,NS0016
E0137,Huỳnh Đức Vũ,1978-04-30,Nam,0359970629,2018-11-01,11707783,E0348,Nurse,NS0017
E0138,Phan Bích Uyên,1982-01-17,Nữ,0984443106,2015-08-08,9397648,E0323,Nurse,NS0018
E0139,Ngô Hoàng Dung,1981-11-21,Nữ,0973103241,2015-08-12,18107409,E0327,Nurse,NS0019
E0140,Lý Kim Ngọc,1980-03-07,Nữ,0962565270,2018-06-17,19336791,E0325,Nurse,NS0020
E0141,Châu Kim Châu,1994-09-22,Nữ,0321158693,2020-03-19,14838264,E0285,Nurse,NS0021
E0142,Đinh Hùng Toàn,1992-05-13,Nam,0574160898,2024-03-06,23534951,E0348,Nurse,NS0022
E0143,Huỳnh Hoàng Bình,1980-05-24,Nam,0506163294,2023-06-29,21067273,E0424,Nurse,NS0023
E0144,Hồ Lan Trinh,1978-01-02,Nữ,0787099861,2015-12-23,19022446,E0467,Nurse,NS0024
E0145,Lâm Thanh Dung,1981-09-17,Nữ,0956467997,2016-08-30,9362288,E0372,Nurse,NS0025
E0146,Mai Tấn Hiếu,1982-09-22,Nam,0365307450,2018-02-02,19521562,E0424,Nurse,NS0026
E0147,Hà Thanh Trâm,1988-08-05,Nữ,0547546913,2018-06-27,15406872,E0325,Nurse,NS0027
E0148,Tôn Yến Hiền,1984-06-25,Nữ,0382148628,2024-03-28,19662370,E0325,Nurse,NS0028
E0149,Vũ Hữu Khôi,1982-10-17,Nam,0353457861,2017-02-28,12735272,E0327,Nurse,NS0029
E0150,Dương Minh Tài,1985-11-07,Nam,0985524140,2019-03-06,22400961,E0306,Nurse,NS0030
E0151,Trịnh Mỹ Oanh,1977-03-24,Nữ,0768007229,2016-10-29,13191338,E0285,Nurse,NS0031
E0152,Ngô Tuấn Vinh,1985-01-14,Nam,0843748969,2017-10-30,16249526,E0272,Nurse,NS0032
E0153,Trịnh Tấn Nghĩa,1975-05-01,Nam,0741715454,2020-09-26,18557067,E0467,Nurse,NS0033
E0154,Tôn Mỹ Hà,1988-05-27,Nữ,0965207446,2017-02-10,11030792,E0467,Nurse,NS0034
E0155,Lương Mai Hoa,1992-06-01,Nữ,0738758428,2023-04-06,7185109,E0306,Nurse,NS0035
E0156,Tạ Thanh Vũ,1988-03-06,Nam,0551353465,2016-02-04,21796784,E0424,Nurse,NS0036
E0157,Hà Thanh Trúc,1986-09-09,Nữ,0399917381,2021-07-26,15866718,E0325,Nurse,NS0037
E0158,Hà Thu Mai,1998-10-07,Nữ,0556972521,2018-05-07,19861579,E0327,Nurse,NS0038
E0159,Trịnh Ngọc Lan,1989-12-02,Nữ,0843292712,2022-01-28,11933237,E0323,Nurse,NS0039
E0160,Lý Hồng Lan,2003-06-02,Nữ,0383505830,2019-10-25,19535639,E0348,Nurse,NS0040
E0161,Lương Đình Tùng,2003-02-10,Nam,0516894210,2023-03-24,14349118,E0285,Nurse,NS0041
E0162,Đào Thúy Tâm,1988-01-17,Nữ,0557532603,2020-02-11,23457982,E0306,Nurse,NS0042
E0163,Đào Minh Long,1980-11-19,Nam,0706489090,2017-05-15,6735287,E0306,Nurse,NS0043
E0164,Dương Tuấn Long,1975-11-20,Nam,0947230461,2015-07-17,9885261,E0348,Nurse,NS0044
E0165,Châu Thanh Hằng,2002-12-08,Nữ,0914117393,2021-10-16,10602444,E0348,Nurse,NS0045
E0166,Đặng Thùy Linh,1998-06-20,Nữ,0973753001,2017-04-06,18009863,E0348,Nurse,NS0046
E0167,Lê Anh Minh,2000-10-02,Nam,0343744701,2022-07-03,22579380,E0424,Nurse,NS0047
E0168,Thái Ngọc Phú,1976-10-08,Nam,0310022557,2024-07-22,15749816,E0323,Nurse,NS0048
E0169,Phạm Hồng Nhi,1979-03-03,Nữ,0846762120,2019-03-07,17499866,E0424,Nurse,NS0049
E0170,Cao Quốc Khoa,1979-08-27,Nam,0965902771,2019-09-01,22195880,E0306,Nurse,NS0050
E0171,Trịnh Thúy Lan,1994-10-08,Nữ,0999358891,2015-07-08,8125205,E0272,Nurse,NS0051
E0172,Hoàng Lan Xuân,1986-02-24,Nữ,0302877217,2020-05-27,17601427,E0348,Nurse,NS0052
E0173,Đào Mỹ Bình,1985-10-21,Nữ,0863177971,2018-09-17,15333404,E0327,Nurse,NS0053
E0174,Tạ Thị Trang,1995-01-20,Nữ,0860880199,2018-07-18,9983140,E0325,Nurse,NS0054
E0175,Bùi Ánh Hà,1997-10-20,Nữ,0575899757,2021-04-22,12940776,E0325,Nurse,NS0055
E0176,Bùi Đình Quang,1979-05-16,Nam,0985102726,2023-07-08,13440598,E0327,Nurse,NS0056
E0177,Phạm Tuấn Quân,1986-05-29,Nam,0835160917,2021-11-07,12574033,E0285,Nurse,NS0057
E0178,Nguyễn Yến Hà,2001-06-08,Nữ,0969782922,2020-08-27,10517634,E0325,Nurse,NS0058
E0179,Tăng Tuấn Cường,1992-05-18,Nam,0934654722,2022-05-17,16799284,E0467,Nurse,NS0059
E0180,Châu Lan Trinh,2002-01-10,Nữ,0933394522,2022-11-07,23189755,E0272,Nurse,NS0060
E0181,Lý Mai Châu,1980-03-05,Nữ,0884608106,2023-07-14,17819139,E0467,Nurse,NS0061
E0182,Võ Minh Quang,1977-05-19,Nam,0720438057,2022-07-08,7899341,E0285,Nurse,NS0062
E0183,Tạ Thành Đạt,2002-08-21,Nam,0584066658,2024-09-25,24853731,E0285,Nurse,NS0063
E0184,Mai Quốc Hải,1975-08-01,Nam,0798933472,2023-05-05,14433608,E0285,Nurse,NS0064
E0185,Hồ Hữu Phú,1983-05-22,Nam,0784229405,2016-12-12,23241839,E0372,Nurse,NS0065
E0186,Mai Ngọc Xuân,1981-12-11,Nữ,0779851583,2015-06-13,11157429,E0323,Nurse,NS0066
E0187,Ngô Thành Bảo,1998-05-09,Nam,0815335554,2015-10-07,22949697,E0424,Nurse,NS0067
E0188,Châu Văn Long,2002-09-25,Nam,0773993056,2020-12-12,21933563,E0467,Nurse,NS0068
E0189,Nguyễn Anh Sơn,1992-04-23,Nam,0987704358,2017-11-16,24127356,E0272,Nurse,NS0069
E0190,Nguyễn Đức Quân,1979-04-22,Nam,0561386120,2016-11-16,24051439,E0467,Nurse,NS0070
E0191,Trần Thùy Như,1989-11-17,Nữ,0919346676,2015-06-05,8936714,E0372,Nurse,NS0071
E0192,Đinh Thị Xuân,1989-03-11,Nữ,0390158144,2015-03-11,19069513,E0372,Nurse,NS0072
E0193,Hồ Văn Tài,1987-08-18,Nam,0583268424,2023-08-01,20685974,E0348,Nurse,NS0073
E0194,Phạm Ngọc Lan,1975-07-02,Nữ,0996881435,2021-03-17,24625050,E0424,Nurse,NS0074
E0195,Huỳnh Minh Hải,1993-07-05,Nam,0943129087,2022-03-30,23198414,E0424,Nurse,NS0075
E0196,Phạm Hoàng Hậu,1988-01-15,Nam,0855231491,2022-07-14,8260319,E0272,Nurse,NS0076
E0197,Mai Bảo Hậu,1989-04-03,Nam,0599556205,2020-06-13,21121169,E0323,Nurse,NS0077
E0198,Châu Đình Đức,1984-12-08,Nam,0777754781,2022-12-27,20633895,E0272,Nurse,NS0078
E0199,Hà Quang Bảo,2003-12-16,Nam,0541108099,2021-10-20,8750580,E0272,Nurse,NS0079
E0200,Võ Lan Nga,2001-06-20,Nữ,0825639427,2017-05-21,7229981,E0467,Nurse,NS0080
E0201,Cao Xuân Trí,1992-10-18,Nam,0582722992,2019-01-30,22849937,E0327,Nurse,NS0081
E0202,Vũ Hoàng Như,1991-02-04,Nữ,0730385677,2015-06-15,13342351,E0325,Nurse,NS0082
E0203,Lương Anh Thành,1976-10-15,Nam,0798926659,2022-04-10,16874022,E0372,Nurse,NS0083
E0204,Đào Tuấn Vinh,1998-03-06,Nam,0777908272,2017-10-27,18627498,E0285,Nurse,NS0084
E0205,Hoàng Minh Phong,1978-06-17,Nam,0791365177,2020-10-08,15422403,E0285,Nurse,NS0085
E0206,Nguyễn Mỹ Linh,1984-06-14,Nữ,0599228092,2021-08-16,11410526,E0348,Nurse,NS0086
E0207,Hồ Tấn Toàn,1982-06-18,Nam,0341379772,2017-11-23,12041057,E0467,Nurse,NS0087
E0208,Châu Minh Trí,1993-06-05,Nam,0942579913,2021-09-27,10788624,E0306,Nurse,NS0088
E0209,Phan Yến Hằng,1992-04-16,Nữ,0829127990,2016-06-25,9643008,E0327,Nurse,NS0089
E0210,Đinh Văn Phú,1979-03-07,Nam,0965086376,2020-05-29,10373110,E0306,Nurse,NS0090
E0211,Hoàng Kim Trúc,2001-06-03,Nữ,0514986430,2024-01-09,9278835,E0348,Nurse,NS0091
E0212,Nguyễn Tuấn Quân,2000-12-04,Nam,0765126944,2020-11-10,9953671,E0467,Nurse,NS0092
E0213,Tôn Bích Uyên,2000-04-30,Nữ,0987258874,2019-02-06,15246277,E0348,Nurse,NS0093
E0214,Hà Thanh Trâm,2000-11-29,Nữ,0821386589,2018-11-11,19359017,E0424,Nurse,NS0094
E0215,Châu Quang Tài,1982-03-18,Nam,0961143519,2019-05-13,6177524,E0372,Nurse,NS0095
E0216,Lương Tấn Anh,1992-03-28,Nam,0577038430,2019-06-30,23482045,E0272,Nurse,NS0096
E0217,Vũ Văn Phong,2002-08-06,Nam,0346566938,2016-11-25,7210010,E0323,Nurse,NS0097
E0218,Tạ Thành Hậu,1978-01-29,Nam,0754393769,2016-01-05,24441269,E0272,Nurse,NS0098
E0219,Phạm Thành Minh,1986-09-17,Nam,0945184894,2016-12-17,19661171,E0467,Nurse,NS0099
E0220,Tôn Thúy Diệu,1991-12-01,Nữ,0890714163,2021-04-25,22227926,E0285,Nurse,NS0100
E0221,Đinh Văn Trung,1989-02-28,Nam,0541651827,2019-08-17,17847944,E0467,Nurse,NS0101
E0222,Tạ Bích Giang,1990-11-10,Nữ,0533433339,2017-06-14,15028685,E0424,Nurse,NS0102
E0223,Quách Hoàng Giang,1981-12-30,Nữ,0908075957,2023-09-26,9579898,E0372,Nurse,NS0103
E0224,Hồ Mỹ Châu,1997-01-06,Nữ,0508678085,2017-01-19,23150798,E0272,Nurse,NS0104
E0225,Dương Thúy Lan,1982-11-03,Nữ,0336915594,2020-02-16,10038885,E0467,Nurse,NS0105
E0226,Lý Tấn Tiến,1999-08-10,Nam,0727636556,2017-12-12,13957069,E0272,Nurse,NS0106
E0227,Cao Mỹ Trang,1995-03-21,Nữ,0738663227,2017-01-06,10400300,E0306,Nurse,NS0107
E0228,Tăng Anh Bảo,1982-12-03,Nam,0774489061,2019-09-23,22763721,E0424,Nurse,NS0108
E0229,Châu Công Nhật,1977-09-10,Nam,0745588450,2017-06-01,14532545,E0325,Nurse,NS0109
E0230,Lâm Lan Thủy,1980-06-09,Nữ,0755877169,2018-12-09,12675926,E0306,Nurse,NS0110
E0231,Trịnh Thúy Uyên,1995-10-21,Nữ,0996112535,2022-01-31,10860303,E0424,Nurse,NS0111
E0232,Trịnh Hồng Quỳnh,1988-01-26,Nữ,0859876220,2022-12-19,14974884,E0306,Nurse,NS0112
E0233,Phan Minh Hiếu,1985-07-11,Nam,0311780068,2022-06-04,14443872,E0372,Nurse,NS0113
E0234,Trịnh Tuấn Tùng,1979-08-30,Nam,0534722820,2017-12-11,11210143,E0372,Nurse,NS0114
E0235,Dương Thành Thành,1991-01-03,Nam,0972829979,2024-08-25,16911945,E0325,Nurse,NS0115
E0236,Quách Ánh Trúc,1998-06-25,Nữ,0931745642,2022-03-05,23910823,E0272,Nurse,NS0116
E0237,Đỗ Phương Trúc,1975-06-22,Nữ,0907740649,2015-01-01,23559579,E0424,Nurse,NS0117
E0238,Ngô Thành Phú,1975-04-29,Nam,0832663416,2021-02-23,18537408,E0285,Nurse,NS0118
E0239,Trịnh Thành Thành,1998-03-05,Nam,0831224179,2023-07-29,15122279,E0272,Nurse,NS0119
E0240,Bùi Thị Yến,1987-03-17,Nữ,0380214427,2022-11-09,22508646,E0285,Nurse,NS0120
E0241,Lý Hoàng Tiến,1985-06-11,Nam,0847570512,2016-01-05,11056105,E0327,Nurse,NS0121
