EmployeeID,FullName,Birthday,Gender,PhoneNumber,StartDate,BaseSalary,MID,Role,Username
E0133,Katie Anthony,1988-11-15,Nam,0320275884,2022-06-21,11893698,E0290,Nurse,NS0013
E0134,David Ramirez,1991-09-06,Nam,0356481491,2016-06-03,15018239,E0290,Nurse,NS0014
E0135,Jacob Sharp,1995-06-02,Nữ,0892524191,2020-09-23,18083752,E0388,Nurse,NS0015
E0136,Stephen Stevenson,1997-10-28,Nam,0507562208,2015-01-11,7477666,E0388,Nurse,NS0016
E0137,David Morgan,1985-01-26,Nữ,0741951802,2018-08-11,14330330,E0417,Nurse,NS0017
E0138,Shane Moses,1998-02-19,Nam,0844518705,2015-07-08,19452805,E0290,Nurse,NS0018
E0139,Michael Craig,1988-01-30,Nam,0575973832,2021-04-28,16197504,E0434,Nurse,NS0019
E0140,Riley Brown,1993-05-24,Nam,0705064138,2015-04-08,13818106,E0452,Nurse,NS0020
E0141,Angie Williams,1993-10-31,Nam,0710386571,2020-07-08,8009745,E0491,Nurse,NS0021
E0142,Daniel Humphrey,1997-09-02,Nam,0990623445,2016-06-30,19232233,E0290,Nurse,NS0022
E0143,Alyssa Mills,1989-08-20,Nữ,0513291212,2018-07-26,21192032,E0418,Nurse,NS0023
E0144,Andre Elliott,1995-11-27,Nữ,0953747411,2018-07-10,19640297,E0290,Nurse,NS0024
E0145,Kellie Allen,1988-08-24,Nam,0721356804,2024-04-07,7353243,E0351,Nurse,NS0025
E0146,Tiffany Gonzalez,1982-10-19,Nữ,0983171210,2015-05-08,19569151,E0374,Nurse,NS0026
E0147,Rebecca Tate,1984-12-20,Nam,0719941013,2016-06-19,12648241,E0417,Nurse,NS0027
E0148,Danielle Curtis,1980-10-11,Nữ,0370296670,2016-01-12,17124968,E0290,Nurse,NS0028
E0149,Sarah Cabrera,1994-02-20,Nữ,0544720999,2016-12-08,17876364,E0351,Nurse,NS0029
E0150,Jason Nelson,1988-03-28,Nam,0801462638,2020-08-05,19824164,E0452,Nurse,NS0030
E0151,Maxwell Henderson,2003-04-18,Nam,0857875985,2023-12-30,24242091,E0388,Nurse,NS0031
E0152,Jamie Richards,1987-02-17,Nữ,0930407859,2017-01-06,6874528,E0380,Nurse,NS0032
E0153,William Richardson,1982-02-28,Nam,0780396522,2016-02-15,14316702,E0351,Nurse,NS0033
E0154,Luke Brown,2001-07-30,Nam,0359929378,2018-07-26,18038764,E0434,Nurse,NS0034
E0155,Alexander Ramirez,1982-11-16,Nữ,0339308705,2020-07-01,7273851,E0290,Nurse,NS0035
E0156,Audrey Dixon,1980-11-07,Nam,0302921851,2018-10-27,11954565,E0380,Nurse,NS0036
E0157,Robin Chavez,1992-09-29,Nữ,0752267528,2021-07-28,9390077,E0380,Nurse,NS0037
E0158,Christopher Jordan,1985-01-05,Nữ,0742209690,2022-06-19,11883824,E0417,Nurse,NS0038
E0159,Kathryn Barry,2002-01-08,Nam,0372513552,2018-07-27,13412014,E0434,Nurse,NS0039
E0160,Stephanie Parker,2003-09-02,Nam,0343315410,2023-03-07,17265882,E0374,Nurse,NS0040
E0161,Brooke Cox,1992-04-24,Nam,0876586179,2019-11-30,20081225,E0491,Nurse,NS0041
E0162,Terry Webb,1982-04-18,Nam,0705411526,2020-01-23,8473276,E0388,Nurse,NS0042
E0163,Erik Young,1978-05-13,Nam,0997062962,2021-02-18,9124074,E0380,Nurse,NS0043
E0164,Evelyn Jacobs,1979-07-18,Nam,0888444310,2018-09-18,12897129,E0351,Nurse,NS0044
E0165,Vincent Thompson,2000-08-24,Nữ,0350614973,2021-03-01,22473490,E0491,Nurse,NS0045
E0166,Veronica Lawrence,1976-02-26,Nam,0371467741,2017-04-27,11732177,E0418,Nurse,NS0046
E0167,Dennis Green,1983-04-18,Nữ,0570477434,2019-02-28,18799176,E0380,Nurse,NS0047
E0168,Andrea Henderson,1981-10-12,Nam,0786938068,2023-06-09,9244801,E0290,Nurse,NS0048
E0169,Daniel Campbell,1999-01-08,Nữ,0574160898,2022-09-15,21932462,E0434,Nurse,NS0049
E0170,Jeff Dixon,1980-05-24,Nam,0533206163,2023-06-29,21067273,E0491,Nurse,NS0050
E0171,Rebecca Barnes,2001-09-10,Nam,0368685487,2017-11-22,16729012,E0290,Nurse,NS0051
E0172,Christopher Cruz,2002-12-13,Nam,0362299911,2021-08-03,23534271,E0417,Nurse,NS0052
E0173,Kevin Martinez,1987-11-01,Nam,0846799702,2024-09-23,23972877,E0380,Nurse,NS0053
E0174,Bridget Salas,1993-01-28,Nữ,0853074505,2016-08-12,19479483,E0388,Nurse,NS0054
E0175,Shawn Nguyen,1988-12-12,Nữ,0524754691,2018-02-22,22496003,E0290,Nurse,NS0055
E0176,Andrew Brown,1994-10-25,Nam,0950821486,2017-05-15,19662370,E0374,Nurse,NS0056
E0177,Bryan Bailey,1998-07-08,Nam,0530307053,2024-11-10,6971339,E0491,Nurse,NS0057
E0178,Roger Bailey,1991-07-11,Nữ,0810357972,2024-03-27,21576586,E0452,Nurse,NS0058
E0179,Carlos Taylor,2001-04-29,Nữ,0541406029,2021-03-08,17735994,E0380,Nurse,NS0059
E0180,Autumn Wong,1984-12-05,Nam,0768007229,2022-04-05,13553506,E0351,Nurse,NS0060
E0181,Victoria Roberts,1985-01-14,Nam,0865743748,2017-10-30,16249526,E0418,Nurse,NS0061
E0182,Cassandra Stanton,2001-03-21,Nữ,0789944171,2016-02-24,6246543,E0452,Nurse,NS0062
E0183,Mandy Hudson,1987-05-27,Nữ,0743283096,2022-03-08,16909789,E0418,Nurse,NS0063
E0184,Lauren Flowers,1981-04-11,Nữ,0746660993,2023-02-02,6854137,E0374,Nurse,NS0064
E0185,William Payne,1984-12-22,Nữ,0784282417,2022-09-12,23939377,E0374,Nurse,NS0065
E0186,Bryan Arnold,1986-08-08,Nam,0713534655,2023-02-18,24757989,E0491,Nurse,NS0066
E0187,Amanda Matthews,2001-04-07,Nữ,0809991738,2018-04-19,21561224,E0290,Nurse,NS0067
E0188,Jill Brewer,1992-02-14,Nam,0322356972,2020-12-10,16011157,E0417,Nurse,NS0068
E0189,Regina Anderson,1983-02-02,Nữ,0725007432,2023-09-26,8711582,E0374,Nurse,NS0069
E0190,Emily Thompson,1996-12-17,Nam,0966667600,2023-10-22,8954177,E0491,Nurse,NS0070
E0191,Mary Whitaker,1991-09-26,Nam,0500335421,2015-02-27,16811678,E0452,Nurse,NS0071
E0192,Connor White,1997-07-30,Nữ,0304478985,2021-08-08,16271518,E0491,Nurse,NS0072
E0193,Shawn Romero,1981-01-01,Nữ,0526033230,2018-11-04,22447667,E0380,Nurse,NS0073
E0194,Gregory Perez,1980-07-10,Nam,0789090100,2019-02-10,7253708,E0417,Nurse,NS0074
E0195,Steven Johnson,1993-09-11,Nam,0947230461,2019-12-25,18759199,E0290,Nurse,NS0075
E0196,William Edwards,2002-12-08,Nữ,0389141173,2021-10-16,10602444,E0417,Nurse,NS0076
E0197,Melissa Carter,1986-10-18,Nam,0764208737,2024-04-28,23553870,E0351,Nurse,NS0077
E0198,Shawn Powell,1985-07-09,Nữ,0397218114,2015-01-12,6427798,E0290,Nurse,NS0078
E0199,Todd Spencer,1995-06-28,Nam,0312045561,2018-04-27,14862565,E0374,Nurse,NS0079
E0200,Deborah Ellis,1977-01-21,Nam,0757941552,2015-02-09,10643746,E0491,Nurse,NS0080
E0201,Andrea Lopez,1992-12-23,Nam,0876212021,2019-06-28,21318896,E0418,Nurse,NS0081
E0202,Zachary Carroll,2001-07-01,Nữ,0965902771,2020-05-31,20702304,E0491,Nurse,NS0082
E0203,Ian Phillips,1994-10-08,Nữ,0708993588,2015-07-08,8125205,E0418,Nurse,NS0083
E0204,Charles Mccarty,1994-06-01,Nam,0762890028,2022-06-03,14340859,E0374,Nurse,NS0084
E0205,Arthur Jones,1997-03-29,Nữ,0853540838,2024-10-01,11550033,E0290,Nurse,NS0085
E0206,James Ramos,1993-02-02,Nữ,0879717751,2024-02-29,13885291,E0290,Nurse,NS0086
E0207,Jessica Rhodes,1975-10-19,Nữ,0388019948,2016-02-25,19537188,E0417,Nurse,NS0087
E0208,Jessica Elliott,1995-06-19,Nam,0575899757,2018-10-28,18191750,E0388,Nurse,NS0088
E0209,Corey Watkins,1979-05-16,Nam,0754885102,2023-07-08,13440598,E0388,Nurse,NS0089
E0210,Madison Campbell,1981-04-20,Nữ,0793316373,2024-03-20,19730834,E0290,Nurse,NS0090
E0211,Kelly Turner,1979-11-01,Nữ,0917798270,2023-06-29,19907317,E0388,Nurse,NS0091
E0212,Richard Maldonado,1999-10-26,Nam,0592216995,2019-11-08,22204507,E0452,Nurse,NS0092
E0213,Jordan Montoya,1993-10-12,Nữ,0854722698,2021-10-30,14329511,E0418,Nurse,NS0093
E0214,Christopher Melendez,1999-07-29,Nữ,0533945228,2024-08-26,16533098,E0452,Nurse,NS0094
E0215,Scott Williams,1980-03-05,Nữ,0899684608,2023-07-14,17819139,E0452,Nurse,NS0095
E0216,David Lane,1976-02-19,Nam,0334244204,2019-04-10,10876355,E0388,Nurse,NS0096
E0217,Steven Osborne,1999-04-11,Nam,0398386384,2015-05-13,18035385,E0374,Nurse,NS0097
E0218,Diane Pena,1992-02-12,Nam,0900439735,2019-05-07,19977643,E0380,Nurse,NS0098
E0219,Robin Anderson,1983-09-06,Nam,0322816064,2018-04-19,21059729,E0491,Nurse,NS0099
E0220,James Hatfield,1980-11-01,Nữ,0772025909,2016-10-21,14556922,E0388,Nurse,NS0100
E0221,Juan Sanchez,1997-01-02,Nữ,0358328182,2023-11-10,24460312,E0380,Nurse,NS0101
E0222,Kristin Ballard,1999-05-12,Nữ,0733555439,2021-01-08,19536430,E0290,Nurse,NS0102
E0223,Jessica Payne,2000-03-06,Nữ,0773993056,2024-03-27,6295403,E0290,Nurse,NS0103
E0224,Heather Guzman,1992-04-23,Nam,0385887704,2017-11-16,24127356,E0418,Nurse,NS0104
E0225,Michael Boone,1989-05-15,Nam,0588013361,2020-10-05,8763054,E0290,Nurse,NS0105
E0226,Vincent Murphy,1999-02-14,Nam,0507501102,2024-04-17,20604155,E0290,Nurse,NS0106
E0227,Alicia Meyer,2000-01-13,Nữ,0867665061,2015-10-16,13638519,E0418,Nurse,NS0107
E0228,Jose Navarro,2003-10-10,Nam,0315814491,2023-01-29,8121901,E0434,Nurse,NS0108
E0229,Kayla Perez,1994-08-19,Nữ,0828326842,2019-04-12,19257800,E0388,Nurse,NS0109
E0230,Bradley Wright,1991-09-27,Nữ,0510099688,2015-02-15,24573189,E0452,Nurse,NS0110
E0231,Cynthia Brown,1988-09-01,Nam,0882223943,2017-05-10,17537746,E0351,Nurse,NS0111
E0232,Michael Sullivan,1983-02-19,Nam,0881414139,2022-07-11,7824968,E0452,Nurse,NS0112
E0233,Michelle Zamora,1989-11-03,Nữ,0349135775,2019-01-02,10302186,E0351,Nurse,NS0113
E0234,Matthew Hernandez,2001-03-16,Nữ,0756205336,2016-09-16,24976776,E0434,Nurse,NS0114
E0235,Daniel Henry,1991-02-15,Nữ,0875478129,2016-07-04,17125406,E0374,Nurse,NS0115
E0236,Bonnie Maldonado,1987-08-03,Nam,0541108099,2024-08-18,10697676,E0452,Nurse,NS0116
E0237,Miss Amanda Wilkins,2001-06-20,Nữ,0788725639,2017-05-21,7229981,E0452,Nurse,NS0117
E0238,Alison Calderon,1981-01-02,Nữ,0365803928,2020-03-18,22814903,E0452,Nurse,NS0118
E0239,Charles Cole,1995-01-06,Nam,0927503731,2016-10-14,12011114,E0434,Nurse,NS0119
E0240,Ms. Jessica Warren,1991-07-28,Nữ,0956770051,2017-08-16,7436412,E0351,Nurse,NS0120
E0241,James Rios,1986-10-24,Nữ,0566591846,2021-06-28,24265357,E0434,Nurse,NS0121
E0242,Patrick Caldwell,1998-03-01,Nam,0879082723,2019-07-21,17841292,E0380,Nurse,NS0122
E0243,George Marsh,1998-01-30,Nam,0522591365,2022-03-20,15422403,E0351,Nurse,NS0123
E0244,Kelly Ortiz,1996-08-07,Nam,0592603029,2022-07-28,22066353,E0374,Nurse,NS0124
E0245,Julie Wilson,1981-01-16,Nam,0920242869,2022-01-22,23201438,E0388,Nurse,NS0125
E0246,Kelly Woods,1987-09-19,Nam,0977236929,2015-12-18,13267669,E0374,Nurse,NS0126
E0247,Lisa Walters,2002-12-15,Nam,0557991366,2022-05-25,23139768,E0418,Nurse,NS0127
E0248,Nicole Hernandez,1979-11-14,Nam,0962912799,2015-03-09,12789690,E0452,Nurse,NS0128
E0249,Curtis Flores,1998-11-02,Nam,0829806865,2020-08-23,9943196,E0290,Nurse,NS0129
E0250,Mary Williams,1998-10-07,Nam,0859916247,2019-10-24,13700280,E0374,Nurse,NS0130
E0251,Dawn Carter,1978-10-05,Nam,0730098180,2018-03-06,24244585,E0417,Nurse,NS0131
E0252,Charles Burnett,1984-03-19,Nữ,0712694486,2022-09-18,16599902,E0417,Nurse,NS0132
E0253,Elizabeth Goodwin,2002-06-13,Nữ,0888725887,2018-02-02,19336348,E0351,Nurse,NS0133
E0254,Rachel Rodriguez,1988-10-03,Nữ,0513721386,2021-06-24,17554680,E0417,Nurse,NS0134
E0255,Matthew Wagner,1999-09-12,Nữ,0801279611,2021-11-20,7746602,E0491,Nurse,NS0135
E0256,Vanessa Arnold,1984-12-12,Nữ,0366984902,2019-02-27,8685687,E0434,Nurse,NS0136
E0257,Nicole Johnson,1994-09-10,Nữ,0730988392,2015-02-13,12768171,E0452,Nurse,NS0137
